keyword,nDCG@5,Precision@5,Recall@5,MRR
provider,0.04314655627,0.01204819277,0.04417671084,0.03764705882
provider configured,0.04333915023,0.025,0.0625,0.03125
provider network,0.04333915023,0.025,0.0625,0.03125
provider network management,0.04333915023,0.025,0.0625,0.03125
provider network ns,0.02579018715,0.01333333333,0.06666666667,0.01846153333
provider ns,0.04352735874,0.01323529412,0.04166666912,0.04379562044
provider system,0,0,0,0.01851855556
providers,0.04306765581,0.02,0.1,0.025
providers configured,0.04306765581,0.02,0.1,0.025
providers network,0.04306765581,0.02,0.1,0.025
providers network ns,0.04306765581,0.02,0.1,0.025
providers networks,0.04306765581,0.02,0.1,0.025
server network,0.04302786133,0.02105263158,0.1052631579,0.03061152632
service provider,0,0,0,0.015873
service provider networks,0,0,0,0.015873
social network,0,0,0,0.015873
third party network,0,0,0,0.015873
audio signal,0,0,0,0.01884914286
broad audio power,0,0,0,0.015873
energy strength and variations,0.04427299408,0.03,0.03,0.05
frequencies variations,0.03438874799,0.016,0.04,0.05
frequency,0.04298364525,0.02222222222,0.1111111111,0.02222222222
frequency distortion,0.04298364525,0.02222222222,0.1111111111,0.02222222222
function of frequency,0.04298364525,0.02222222222,0.1111111111,0.02291233333
function room,0.04298364525,0.02222222222,0.1111111111,0.02222222222
functional frequency,0.04000426212,0.01363636364,0.04545454546,0.04878048781
functional programming,0.04291920404,0.03157894737,0.05263157895,0.03947368421
functional testing,0.04694238356,0.01136363636,0.04924242046,0.03839531818
functions of photoshop,0,0,0,0.01190483333
margin variation,0,0,0,0.01190483333
periodic signal frequency,0,0,0,0.0223215
power distribution,0,0,0,0.01190483333
power source,0,0,0,0.01190483333
power spectral density function,0,0,0,0.017652
psd,0,0,0,0.01190483333
psd sensor,0,0,0,0.01190483333
psd to jpg,0.04080902859,0.01304347826,0.0362318913,0.04651162791
total signal power,0.04387252135,0.02727272727,0.03409090909,0.04545454546
use psd,0.03703703704,0.007407407407,0.02880658025,0.04195606173
body transform,0.04175938213,0.01028571429,0.04095238286,0.04318324432
broadband random signals,0.04545454545,0.01212121212,0.04545454546,0.04248365686
digital communication,0.01785714286,0.007142857143,0.03571428571,0.01812767857
energy functions,0,0,0,0.0194445
energy variation,0.04651162791,0.009302325581,0.03100774419,0.04651162791
fourier analysis,0.02417830045,0.0125,0.0625,0.01875
fourier transform,0.04506641097,0.01428571429,0.0238095,0.03571428571
function arrangement,0.05555555556,0.01111111111,0.0185185,0.05808083333
function mode,0.04134758709,0.008928571429,0.04017857143,0.04116882727
function of car,0,0,0,0.011363625
function of frequency,0.04206198357,0.01333333333,0.06666666667,0.03333333333
functional group,0.03333333333,0.01333333333,0.06666666667,0.03333333333
power spectral density,0.04206198357,0.01333333333,0.06666666667,0.03333333333
power spectral density function,0.04206198357,0.01333333333,0.06666666667,0.03333333333
power spectrum,0.04206198357,0.01333333333,0.06666666667,0.03333333333
psd,0.06666666667,0.01333333333,0.06666666667,0.03333333333
psd file,0.06666666667,0.01333333333,0.06666666667,0.03333333333
psd sensor,0.04206198357,0.01333333333,0.06666666667,0.03333333333
signal processing,0.04190947413,0.01621621622,0.05405405405,0.04054054054
signals,0,0,0,0.02139041177
time series,0.04245462334,0.01198257081,0.04293754684,0.04043641658
use psd,0.02861954259,0.02105263158,0.03508773684,0.05263157895
vibration analysis,0.04166666667,0.01666666667,0.04166666667,0.04166666667
fluid,0,0,0,0.021533625
fluid apparatus,0.04166666667,0.008333333333,0.04166666667,0.04166666667
fluid device,0,0,0,0.01111116667
fluid device apparatus,0.04166666667,0.008333333333,0.04166666667,0.04166666667
fluid forming apparatus,0.04166666667,0.008333333333,0.04166666667,0.04166666667
fluid forming machine,0.04166666667,0.008333333333,0.04166666667,0.04166666667
fluid machine,0,0,0,0.017857125
headbox,0.04166666667,0.008333333333,0.04166666667,0.04166666667
papermaking apparatus,0.04166666667,0.008333333333,0.04166666667,0.04166666667
papermaking machine,0.04166666667,0.01666666667,0.08333333333,0.02777775
pipe,0.04166666667,0.008333333333,0.04166666667,0.04166666667
pulper,0,0,0,0.025669625
pulping,0.04166666667,0.008333333333,0.04166666667,0.04166666667
pulping device,0.04166666667,0.01666666667,0.08333333333,0.02777775
pulping device apparatus,0.02628873973,0.008333333333,0.02083333333,0.04166666667
pulping liquor,0.03654069102,0.008333333333,0.04166666667,0.04166666667
pulping liquors,0.04166666667,0.008333333333,0.03125,0.04166666667
shaft,0,0,0,0.017857125
blades,0,0,0,0.01111116667
fabric,0.04166666667,0.01111111111,0.05555555556,0.03907627778
grinder,0,0,0,0.017857125
heart palpitations,0,0,0,0.029017875
image forming apparatus,0.04166666667,0.008333333333,0.04166666667,0.04166666667
industry,0.04166666667,0.008333333333,0.04166666667,0.04166666667
laboratory apparatus,0.04166666667,0.01666666667,0.08333333333,0.02777775
mill,0,0,0,0.01111116667
mixing,0.04166666667,0.008333333333,0.02083333333,0.04166666667
pulp,0,0,0,0.017857125
pulp cavity,0,0,0,0.01111116667
pulp machine,0.04166666667,0.008333333333,0.04166666667,0.04166666667
pulp mill,0.04166666667,0.008333333333,0.04166666667,0.04166666667
pulper,0.04166666667,0.008333333333,0.04166666667,0.04166666667
pulping equipment,0,0,0,0.017857125
pulping liquor,0,0,0,0.01282053846
pulping machine,0.02628873973,0.008333333333,0.04166666667,0.02546295833
pulping method,0.0625,0.025,0.025,0.0625
pulping operation,0.04130308302,0.01463414634,0.04878048781,0.03658536585
pulping process,0,0,0,0.01848742857
pulping system,0,0,0,0.01428571429
recycling,0,0,0,0.01428571429
rotor,0,0,0,0.01428571429
signal processing apparatus,0,0,0,0.01428571429
blades,0,0,0,0.01428571429
breathing apparatus,0,0,0,0.01428571429
disposal apparatus,0,0,0,0.01428571429
disposal system,0.03844491314,0.0170212766,0.0414893617,0.0350177234
disposer,0,0,0,0.020833375
fabric,0.03516843702,0.01818181818,0.030303,0.01818181818
fiber material,0.02941176471,0.007843137255,0.03921568628,0.03025209804
firefighting apparatus,0.04166666667,0.008333333333,0.04166666667,0.025
fruit pulp,0.04078978845,0.02352941177,0.05882352941,0.02941176471
industry,0.04078978845,0.02352941177,0.05882352941,0.02941176471
laboratory apparatus,0.04076012278,0.02857142857,0.07142857143,0.0238095
material pulping apparatus,0.04615461718,0.01136363636,0.04071969318,0.03859490909
material pulping system,0.03846153846,0.03846153846,0.02403846154,0.03472221875
paper machine,0.06666666667,0.01333333333,0.03333333333,0.06666666667
paper manufacturing,0.05263157895,0.01052631579,0.02631578947,0.05263157895
paper pulping apparatus,0.04051127597,0.01,0.05,0.0375
paper pulping system,0.04213898343,0.0128,0.041333336,0.040677248
paper recycling apparatus,0.04316157479,0.01308411215,0.03971962617,0.03961566364
paper recycling system,0.04545454545,0.01818181818,0.04545454546,0.030303
paper system,0.04177215295,0.03333333333,0.08333333333,0.02083333333
processor,0.025,0.01,0.05,0.0222222
pulp cavity,0.03458028337,0.007619047619,0.0380952381,0.03553249524
pulp machine,0.04,0.008,0.04,0.04
pulp preparation process,0.04,0.008,0.04,0.04
pulp washing,0.04,0.008,0.04,0.04
pulping liquors,0.04,0.008,0.04,0.04
pulping machinary,0.04,0.016,0.04,0.04
pulping machine,0.04,0.008,0.04,0.04
pulping method,0.04,0.016,0.04,0.04
pulping operation,0.04,0.008,0.02,0.04
pulping process,0.04,0.008,0.02,0.04
pulping system,0.04,0.008,0.04,0.04
rotor,0.04,0.008,0.04,0.04
shredder,0.04,0.008,0.04,0.04
treatment apparatus,0.04,0.008,0.04,0.04
treatment system,0.04,0.008,0.04,0.04
wet pulp,0.04,0.016,0.04,0.04
wood chips,0.04,0.008,0.04,0.04
analog modulation circuit,0.04,0.008,0.04,0.04
clock,0.03992180822,0.01034482759,0.03735631897,0.03933189655
control,0,0,0,0.012987
control signal pulse,0,0,0,0.012987
controller module,0,0,0,0.012987
digital modulation control signal,0.04298364525,0.02222222222,0.05555555556,0.03062677778
generate control pulse,0,0,0,0.01750285714
gesture control,0.03836403099,0.02,0.02777776667,0.02777776667
input,0,0,0,0.01851855556
modulation controller,0,0,0,0.01851855556
pulse control,0,0,0,0.01851855556
pulse control signals,0,0,0,0.01851855556
pulse duration modulation,0,0,0,0.01851855556
pulse oximeter,0,0,0,0.01851855556
pulse rate,0.06666666667,0.01333333333,0.0060606,0.06666666667
pulse wave measuring,0.0394331096,0.0125,0.0625,0.03125
pulse width control,0.0394331096,0.0125,0.0625,0.03125
pulse width control circuit,0.0625,0.0125,0.0625,0.03125
pulse width control signal,0.0394331096,0.0125,0.0625,0.03125
pulse width demodulation,0.0625,0.0125,0.0625,0.03125
pulse width modulation,0.0394331096,0.0125,0.0625,0.033967375
pulse width modulation control,0.0625,0.0125,0.0625,0.03125
pulse width modulation controller,0,0,0,0.015625
pulse width modulation speed control,0.03125,0.0125,0.03125,0.03125
pulses,0,0,0,0.015625
variable width pulses,0,0,0,0.0168155
variable width pulses controller,0.0394331096,0.0125,0.0625,0.03125
voice control,0.0625,0.0125,0.0625,0.03125
wall width,0.0394331096,0.0125,0.0625,0.03125
width control circuit,0.0394331096,0.0125,0.0625,0.03125
width of table,0.0394331096,0.0125,0.0625,0.03125
applied energy,0.04054054054,0.008108108108,0.03378378378,0.03547297297
applied pulses,0.03597122302,0.007194244604,0.03597122302,0.03822393382
plasma,0.04,0.008,0.04,0.024
pulse,0.03516843702,0.01818181818,0.09090909091,0.02272727273
pulse plasma,0.03915241437,0.01818181818,0.09090909091,0.02272727273
pulse plasmas,0.03588971317,0.01666666667,0.08333333333,0.02435063636
pulsed,0,0,0,0.02272727273
pulsed electromagnetic energy,0.04206198357,0.01333333333,0.01666666667,0.03333333333
pulsed electromagnetic field,0.03930775858,0.01240694789,0.03578715137,0.03875108458
pulsed energy,0.02380952381,0.009523809524,0.04761904762,0.02182538095
pulsed energy field,0.03876944841,0.02727272727,0.04545454546,0.04545454546
pulsed plasma source,0.0303030303,0.006060606061,0.01515151515,0.03305784849
pulsed plasmas,0.0625,0.0125,0.03125,0.063419125
pulsed source,0.03520826817,0.01190476191,0.03769841667,0.0380952381
pulses,0.03868528072,0.02,0.1,0.02
continous plasma,0.0478529509,0.02222222222,0.1111111111,0.02
continuous plasma,0,0,0,0.018696625
dc plasma jet,0.03915241437,0.01818181818,0.02272727273,0.01515154546
downstream plasma source,0.05263157895,0.02105263158,0.01503757895,0.05263157895
farming field,0,0,0,0.01190471429
high source power,0.04506641097,0.01428571429,0.03571428571,0.03571428571
jet lag,0.03855891041,0.03076923077,0.07692307692,0.01923076923
plasma cell,0.0385488522,0.0125,0.04166666667,0.04166666667
plasma jet engine,0.03383002257,0.01204819277,0.03493975904,0.0341525
plasma pulse,0.03852368909,0.01111111111,0.05555555556,0.03333333333
plasma technique,0.03225806452,0.006451612903,0.03225806452,0.0360215
pulse oximeter,0.03846153846,0.01538461539,0.03846153846,0.03846153846
pulse oxymeter,0.03846153846,0.007692307692,0.03846153846,0.03846153846
pulse plasma,0.03846153846,0.007692307692,0.03846153846,0.03846153846
pulsed eddy current testing,0.03846153846,0.007692307692,0.03846153846,0.03846153846
pulsed field,0.03846153846,0.007692307692,0.03846153846,0.03846153846
pulsed inductive,0.03846153846,0.007692307692,0.03846153846,0.04214742308
pulsed plasma thruster,0.02426652898,0.007692307692,0.03846153846,0.03846153846
continuous plasma,0.03846153846,0.007692307692,0.03846153846,0.03846153846
continuous plasma beam,0.03846153846,0.01538461539,0.07692307692,0.025641
current pulse,0.03846153846,0.01538461539,0.025641,0.025641
low plasma potential,0.03846153846,0.007692307692,0.03846153846,0.03846153846
low power plasma,0.03846153846,0.007692307692,0.02884615385,0.03846153846
magnetic field,0.02426652898,0.007692307692,0.03846153846,0.03846153846
magnetic flow,0.03846153846,0.007692307692,0.03846153846,0.03942307692
plasma,0.03712887413,0.01257142857,0.03666666857,0.03733766477
plasma etching,0.03977877448,0.009756097561,0.03658536585,0.03658536585
plasma jet engine,0.1,0.02,0.06,0.05263157895
plasma pulse,0.03832169955,0.01666666667,0.04166666667,0.04166666667
plasma pulser circuit,0.04206198357,0.01333333333,0.03333333333,0.06666666667
plasma rocket,0.0625,0.0125,0.0125,0.0625
plasma thruster,0.03957580498,0.02105263158,0.02807018421,0.04091723684
plasma transplantation,0.02678571429,0.007142857143,0.03571428571,0.02752975
propulsive field,0.02334175079,0.01666666667,0.02777777778,0.03327511111
propulsive flow,0,0,0,0.01568629412
pulse oximeter,0.03624288341,0.008888888889,0.04444444444,0.03488372093
pulse plasma,0.03791451113,0.01428571429,0.07142857143,0.02678571429
pulse power,0.03436427384,0.009655172414,0.03314176322,0.03505492644
pulsed electric discharge,0.01617768599,0.005128205128,0.02564102564,0.02016530769
pulsed laser,0.04411764706,0.01176470588,0.03921567647,0.03921567647
pulsed plasma thruster,0.02830188679,0.005660377358,0.02830188679,0.03773584906
radio frequency plasma,0.03515643717,0.01014492754,0.03112648188,0.03779623374
thrust,0.02777777778,0.005555555556,0.02777777778,0.03379630556
vortex,0.02777777778,0.005555555556,0.01388888889,0.03240741667
vortex mixer,0,0,0,0.013888875
coating material,0,0,0,0.013888875
component,0,0,0,0.013888875
granular coating material,0,0,0,0.017921125
granular composition,0,0,0,0.01819925
granular material,0,0,0,0.013888875
liquid,0,0,0,0.013888875
liquid composition,0.02628873973,0.008333333333,0.04166666667,0.02430554167
liquid material,0,0,0,0.02120614286
paste,0,0,0,0.01694142857
powder,0,0,0,0.010989
powder component,0.03723624827,0.02105263158,0.03508773684,0.05263157895
powder material,0.03711351492,0.01176470588,0.05882352941,0.02941176471
pulverulent component,0.05882352941,0.01176470588,0.05882352941,0.02941176471
additives,0.03711351492,0.01176470588,0.05882352941,0.02941176471
air,0.03711351492,0.01176470588,0.05882352941,0.02941176471
air duct,0.03711351492,0.01176470588,0.05882352941,0.02941176471
air vent,0.03711351492,0.01176470588,0.05882352941,0.02941176471
cattle feed,0.03711351492,0.01176470588,0.05882352941,0.02941176471
feed material,0.03711351492,0.01176470588,0.05882352941,0.03088235294
fine particles,0.04077324384,0.01,0.05,0.03409090909
gas,0.03703703704,0.007407407407,0.01851851852,0.03703703704
gaseous material,0.03333333333,0.006666666667,0.03333333333,0.03703703704
gases,0.03703703704,0.007407407407,0.03703703704,0.03864733333
granular form,0.03703703704,0.007407407407,0.03703703704,0.03703703704
granular material,0.03703703704,0.007407407407,0.03703703704,0.03703703704
granules,0.03703703704,0.01481481482,0.03703703704,0.03703703704
material culture,0.03703703704,0.007407407407,0.03703703704,0.03703703704
material icons,0.03703703704,0.007407407407,0.03703703704,0.03703703704
materials,0,0,0,0.015873
mechanical device,0.03703703704,0.007407407407,0.03703703704,0.03703703704
metal detector,0.02336776865,0.007407407407,0.03703703704,0.03703703704
particulate,0.03703703704,0.007407407407,0.03703703704,0.03703703704
particulate material,0.03703703704,0.007407407407,0.03703703704,0.03703703704
powder form,0,0,0,0.015873
powder like material,0,0,0,0.015873
powdered material,0.03703703704,0.007407407407,0.03703703704,0.03703703704
powdered materials,0.03703703704,0.007407407407,0.03703703704,0.03703703704
powdered substances,0.03804278126,0.02666666667,0.04444446667,0.0222222
pulverulent,0.03622114697,0.01132075472,0.03773584906,0.03846153846
solid materials,0.03591160221,0.00773480663,0.03591160221,0.0369460989
clothing material,0.03668401431,0.01025641026,0.05128205128,0.03347579487
heavy material,0.02380952381,0.009523809524,0.04761904762,0.021746
list of material,0.03179190751,0.006936416185,0.03468208093,0.03639846552
material,0,0,0,0.01515154546
material parameter,0,0,0,0.01020414286
nanoparticle,0.03571428571,0.01428571429,0.03571428571,0.0238095
oscillating drive,0.05357142857,0.01071428571,0.04464285714,0.03636363636
powdery material,0.02857142857,0.005714285714,0.02857142857,0.03095237143
pulverulent cataract,0.03965732047,0.02352941177,0.007352941176,0.05882352941
pulverulent composition,0,0,0,0.018181875
pulverulent crossword,0,0,0,0.015104125
residue pulverulent material,0,0,0,0.0157895
silky material,0.03588971317,0.01666666667,0.04166666667,0.02083333333
single application mode,0.03899757771,0.01379310345,0.045977,0.02873562069
sleeve,0.01970652292,0.01363636364,0.02272727273,0.02904040909
sleeve member,0.02149182262,0.01111111111,0.05555555556,0.01538461111
sleeve members,0.03152719561,0.01012658228,0.03797468354,0.03435805063
solid mixture,0.03603183144,0.01071428571,0.05357142857,0.03035714286
spring member,0.01435588527,0.006666666667,0.03333333333,0.0172619
spring members,0.03585731986,0.009042553191,0.03324468085,0.03403064362
unified buffer memory,0.03588971317,0.01666666667,0.08333333333,0.02083333333
unified dimensions,0.03915241437,0.01818181818,0.09090909091,0.02328433333
vitreous cellular material,0.03588971317,0.01666666667,0.08333333333,0.02083333333
base plate,0.03588971317,0.01666666667,0.08333333333,0.02083333333
face cream,0.03588971317,0.01666666667,0.08333333333,0.02083333333
face expression,0.03576691395,0.01,0.05,0.03125
face mask,0.03571428571,0.007142857143,0.03571428571,0.03571428571
face punch,0.03571428571,0.007142857143,0.03571428571,0.03571428571
face shield,0,0,0,0.009523857143
orifice,0.03284717104,0.01428571429,0.01785714286,0.03571428571
piston,0.03571428571,0.01428571429,0.03571428571,0.03571428571
punch,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punch biopsy,0,0,0,0.009523857143
punch end face,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punch faces,0,0,0,0.009523857143
punch first face,0.03571428571,0.007142857143,0.03571428571,0.0364149375
punch first surface,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punch plate,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punch surface,0.02763234337,0.01428571429,0.0238095,0.0238095
punch surfaces,0.03571428571,0.01428571429,0.01428571429,0.03571428571
punch tool face,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punched card,0,0,0,0.009523857143
punched face,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punching,0.03571428571,0.007142857143,0.03571428571,0.03571428571
punching face,0.03571428571,0.01428571429,0.07142857143,0.0238095
punching mechanism,0,0,0,0.01328328571
punching rod,0.03571428571,0.007142857143,0.03571428571,0.03571428571
spraying face,0.03571428571,0.01428571429,0.07142857143,0.0238095
base plate,0.03571428571,0.007142857143,0.03571428571,0.03571428571
face cream,0,0,0,0.009523857143
face punch,0.03571428571,0.007142857143,0.03571428571,0.03571428571
face recognition software,0.03571428571,0.01428571429,0.07142857143,0.0238095
face shield,0.03392139906,0.01037037037,0.04814814815,0.0268106963
mandrel,0,0,0,0.0166667
non swarf producing device,0.03555038498,0.01111111111,0.03703703704,0.03739316667
punch,0.04291920404,0.01052631579,0.01973684211,0.04138218421
punch biopsy,0.03547411229,0.016,0.08,0.02133332
punch end face,0.02950750654,0.008510638298,0.04255319149,0.02746614894
punch face,0.03223773394,0.01666666667,0.02777775,0.02083333333
punch faces,0.03529411765,0.007058823529,0.03529411765,0.03529411765
punch lip,0.03491600832,0.00824742268,0.02749140206,0.03333333333
punch machine,0.03479681652,0.03076923077,0.013986,0.03846153846
punch out software,0,0,0,0.01388891667
punch out theory,0.03516843702,0.01818181818,0.09090909091,0.01818181818
punch plate,0.03516843702,0.01818181818,0.09090909091,0.01818181818
punch tool face,0.0350877193,0.00701754386,0.0350877193,0.03534198246
punching face,0.05555555556,0.01111111111,0.05555555556,0.02777777778
punching mechanism,0.05555555556,0.01111111111,0.05555555556,0.02777777778
punching rod,0,0,0,0.01388888889
punching system,0,0,0,0.01944444444
rolled metal sheet,0,0,0,0.01388888889
rotary rewinder,0.03505165298,0.01111111111,0.05555555556,0.02777777778
stripper lip,0.03505165298,0.01111111111,0.05555555556,0.02777777778
bypass lever,0.03505165298,0.01111111111,0.05555555556,0.02777777778
carburetter in a motorcycle,0,0,0,0.01388888889
ejecting,0.03505165298,0.01111111111,0.05555555556,0.02777777778
eye dancing pin syndrome,0.03333333333,0.01333333333,0.03333333333,0.02290946667
manual shift transmission,0,0,0,0.011363625
operational pin,0,0,0,0.011363625
pin code,0,0,0,0.011363625
pin syndrome,0,0,0,0.011363625
pinpoint,0,0,0,0.012987
piston pressing member,0.03421769501,0.009885931559,0.03152725095,0.03318948099
pressing guide member,0.03361764517,0.008450704225,0.03521126761,0.03098591549
projection,0.03191489362,0.006382978723,0.03191489362,0.03262411702
protrusion,0.0449620208,0.024,0.06666668,0.04315475
punch key,0.03448275862,0.006896551724,0.03448275862,0.03448275862
pushed pin,0.03448275862,0.006896551724,0.03448275862,0.03448275862
pushing pin,0.03225806452,0.006451612903,0.03225806452,0.03448275862
pushing pin mechanism,0.03448275862,0.006896551724,0.03448275862,0.03448275862
pushing projection,0.03448275862,0.01379310345,0.02298851724,0.03651117241
pushing syndrome,0.03448275862,0.006896551724,0.03448275862,0.03448275862
pushing system,0,0,0,0.03448275862
return,0.03448275862,0.006896551724,0.03448275862,0.03448275862
roller,0.02871177054,0.01333333333,0.008333333333,0.0222222
rotating sliding member,0.02523719014,0.008,0.02,0.02
rotating sliding roller,0.02982930284,0.01066666667,0.04,0.03139339474
slide member,0.02628873973,0.008333333333,0.013888875,0.02430554167
slide roller,0.03388389091,0.008829174664,0.03075815643,0.03405809684
slider,0.04166666667,0.008333333333,0.005952375,0.04166666667
sliding member,0.03389830508,0.006779661017,0.03389830509,0.03389830509
sliding roller,0,0,0,0.010416625
spring,0,0,0,0.010416625
stepped ratio change speed gears,0,0,0,0.010416625
action piece,0,0,0,0.010416625
actuation piece,0.02083333333,0.004166666667,0.02083333333,0.02655212245
atm pin,0.0337087224,0.02,0.05,0.05
detachable pin,0.04166666667,0.008333333333,0.02083333333,0.04166666667
disjoined pin,0.03356715994,0.02352941177,0.05882352941,0.01960782353
midpoint,0.03031293378,0.01584158416,0.03300329703,0.02946866337
pin,0,0,0,0.01234566667
pin ball,0,0,0,0.01234566667
pincode,0.03125,0.00625,0.015625,0.03409090625
push pin,0.02941176471,0.005882352941,0.01568627941,0.03370098529
pushing member,0.0356418367,0.01051373955,0.02437560215,0.03413596647
pushing pins,0.02564102564,0.005128205128,0.02564102564,0.02849002564
pushing point,0.03333333333,0.01333333333,0.06666666667,0.02269502222
pushing up pin,0.03333333333,0.006666666667,0.03333333333,0.03333333333
pushpin engine,0,0,0,0.0142857
return array,0.03333333333,0.006666666667,0.03333333333,0.03541666667
return pin,0,0,0,0.0201681
safety pin,0.03333333333,0.01333333333,0.03333333333,0.03333333333
thumb tack,0.03333333333,0.006666666667,0.03333333333,0.0351852
upper operating member,0,0,0,0.0164134
automatic transmission,0.06666666667,0.01333333333,0.06666666667,0.0222222
broadband transmission,0.03333333333,0.006666666667,0.03333333333,0.03333333333
carrier wave transmission,0,0,0,0.0142857
decorative,0,0,0,0.0142857
electrical,0.03333333333,0.01333333333,0.06666666667,0.0222222
electromagnetic radiation transmission,0,0,0,0.0142857
electrostatic pinning,0.03333333333,0.01333333333,0.06666666667,0.0222222
excellent decorative,0.02871177054,0.01333333333,0.06666666667,0.0222222
excellent design,0.03333333333,0.006666666667,0.03333333333,0.03333333333
good decorative,0.03846153846,0.007692307692,0.03846153846,0.02182539286
good design,0.02575652997,0.01538461539,0.02179487692,0.03335083824
lamellar like seals,0.03320682914,0.01052631579,0.05263157895,0.02631578947
measured radio the transmission,0.03320682914,0.01052631579,0.05263157895,0.02631578947
measured radio wave,0.03320682914,0.01052631579,0.02631578947,0.02631578947
measured radio wave transmission,0.03320682914,0.01052631579,0.05263157895,0.02631578947
measured the transmission,0.03320682914,0.01052631579,0.05263157895,0.02631578947
measured wave,0.03320682914,0.01052631579,0.05263157895,0.02631578947
measured wave transmission,0,0,0,0.01190475
microwaves transmission,0.03312896601,0.01538461539,0.025641,0.01923076923
plastic system,0.03312896601,0.01538461539,0.07692307692,0.01923076923
plastic welder,0.0318247041,0.01066666667,0.03333333333,0.03073455844
propagation of radio waves,0.04379622805,0.01904761905,0.04761904762,0.02380952381
radio,0.02420317866,0.01052631579,0.01754386842,0.03202323684
radio frequency transmission,0.03333333333,0.006666666667,0.03333333333,0.03334596703
radio transmission,0.03289473684,0.007894736842,0.03947368421,0.03070175
radio valve,0.03284717104,0.01428571429,0.03571428571,0.03571428571
radio wave,0,0,0,0.009615375
radio wave transmission,0,0,0,0.009615375
tidal wave,0.03174603175,0.006349206349,0.03174603175,0.03278688525
transmission,0,0,0,0.01499638889
transmission of radio waves,0.04347826087,0.008695652174,0.01449273913,0.04347826087
transmission system,0.02523719014,0.008,0.01333332,0.04
transmission wave,0.03263602442,0.01276595745,0.04255319149,0.03191489362
transmitter,0.04379622805,0.01904761905,0.04761904762,0.025
vacuum slots,0.03251569012,0.01379310345,0.04310344828,0.02586206897
wave,0,0,0,0.01510991667
wave energy,0,0,0,0.01515154546
wave equation,0,0,0,0.01515154546
wave transmission,0,0,0,0.019697
wave transmission medium,0,0,0,0.01948054546
amount of dielectric,0.03225806452,0.006451612903,0.03225806452,0.03225806452
coefficient of dielectric,0.03225806452,0.006451612903,0.01612903226,0.03349877419
communication,0.03225806452,0.008602150538,0.03225806452,0.03225806452
communication delay,0.03225806452,0.006451612903,0.03225806452,0.03225806452
dielectric,0.03225806452,0.006451612903,0.03225806452,0.03225806452
electric wave,0.03225806452,0.006451612903,0.03225806452,0.03225806452
electromagnetic radio waves,0.0303030303,0.006060606061,0.0303030303,0.03225806452
half of communication,0.03448275862,0.01379310345,0.03448275862,0.03225806452
half of the communication,0.03223773394,0.01666666667,0.08333333333,0.01666666667
half of the transmission,0.03223773394,0.01666666667,0.08333333333,0.01666666667
half of transmission,0.03223773394,0.01666666667,0.08333333333,0.01666666667
half the communication,0.03223773394,0.01666666667,0.08333333333,0.01666666667
half the transmission,0.03223773394,0.01666666667,0.08333333333,0.01944441667
huge waves,0.03588971317,0.01666666667,0.02777775,0.01666666667
internal dielectric,0.03223773394,0.01666666667,0.08333333333,0.01987183333
light wave distribution,0.03131381688,0.008582721626,0.02895727442,0.03159474633
light waves guided,0.04166666667,0.008333333333,0.008333333333,0.04166666667
maximum communication,0.0217561984,0.006896551724,0.03448275862,0.0210727931
maximum delay,0,0,0,0.01111111111
maximum integrated,0,0,0,0.01111111111
measurement of communication,0,0,0,0.01111111111
measurement of the communication,0,0,0,0.01111111111
measurement the communication,0,0,0,0.01111111111
microwave,0,0,0,0.01111111111
online radio,0.03381011527,0.01851851852,0.0234567963,0.03703703704
polarising light wave,0,0,0,0.008928625
radio,0,0,0,0.008928625
radio button,0,0,0,0.016281625
radio emission,0.03197901478,0.007843137255,0.03921568628,0.02941176471
radio propagation,0.03320682914,0.01052631579,0.01052631579,0.02631578947
radio standard reception,0.02380952381,0.004761904762,0.02380952381,0.02721088095
radio transmission,0.03154648768,0.01,0.05,0.025
radio transmitter,0.03154648768,0.01,0.05,0.02727275
radio wave,0,0,0,0.0168478
radio wave communication,0,0,0,0.0125
radio wave reception,0,0,0,0.0125
receiving antenna,0,0,0,0.0125
riding on waves,0,0,0,0.0125
signal transmission,0.03154648768,0.01,0.05,0.025
standard,0,0,0,0.0180556
standard reception,0.03154648768,0.01,0.05,0.025
standard wave reception,0.03154648768,0.01,0.05,0.025
standard wave transmission,0.03154648768,0.01,0.05,0.025
transmission,0.03154648768,0.01,0.05,0.025
transmission wave,0.03304620057,0.01860465116,0.03100776744,0.03096178261
transmitter,0.03141103587,0.008458244111,0.02937187741,0.03148506053
ultrasonic wave transmission,0.03333333333,0.01333333333,0.03333333333,0.02592593333
wave optics,0.03147083261,0.009836065574,0.02295081967,0.03312840984
wave transmission,0.03398570682,0.025,0.0625,0.015625
wave transmission medium,0.03167049895,0.01111111111,0.02777777778,0.03402777778
weak radio waves,0.03193744658,0.008275862069,0.03218391035,0.03103448276
wireless waves transmission,0.03125,0.0125,0.03125,0.03125
radio reception,0.03125,0.0125,0.0625,0.022172
radio transmission,0.03125,0.00625,0.03125,0.03147321875
radio wave,0,0,0,0.020712625
